C:\Users\qanai\Documents\self driving\final IMG\IMG\center_2019_08_22_14_06_27_942.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\left_2019_08_22_14_06_27_942.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\right_2019_08_22_14_06_27_942.jpg, 0, 0, 0, 7.758186E-05
C:\Users\qanai\Documents\self driving\final IMG\IMG\center_2019_08_22_14_06_28_053.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\left_2019_08_22_14_06_28_053.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\right_2019_08_22_14_06_28_053.jpg, 0, 0, 0, 7.845257E-05
C:\Users\qanai\Documents\self driving\final IMG\IMG\center_2019_08_22_14_06_28_161.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\left_2019_08_22_14_06_28_161.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\right_2019_08_22_14_06_28_161.jpg, 0, 0, 0, 7.781546E-05
C:\Users\qanai\Documents\self driving\final IMG\IMG\center_2019_08_22_14_06_28_277.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\left_2019_08_22_14_06_28_277.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\right_2019_08_22_14_06_28_277.jpg, 0, 0, 0, 7.800182E-05
C:\Users\qanai\Documents\self driving\final IMG\IMG\center_2019_08_22_14_06_28_386.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\left_2019_08_22_14_06_28_386.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\right_2019_08_22_14_06_28_386.jpg, 0, 0, 0, 7.969102E-05
C:\Users\qanai\Documents\self driving\final IMG\IMG\center_2019_08_22_14_06_28_489.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\left_2019_08_22_14_06_28_489.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\right_2019_08_22_14_06_28_489.jpg, 0, 0, 0, 7.839267E-05
C:\Users\qanai\Documents\self driving\final IMG\IMG\center_2019_08_22_14_06_28_603.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\left_2019_08_22_14_06_28_603.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\right_2019_08_22_14_06_28_603.jpg, 0, 0, 0, 7.849811E-05
C:\Users\qanai\Documents\self driving\final IMG\IMG\center_2019_08_22_14_06_28_710.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\left_2019_08_22_14_06_28_710.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\right_2019_08_22_14_06_28_710.jpg, 0, 0, 0, 7.786514E-05
C:\Users\qanai\Documents\self driving\final IMG\IMG\center_2019_08_22_14_06_28_824.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\left_2019_08_22_14_06_28_824.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\right_2019_08_22_14_06_28_824.jpg, 0, 0, 0, 7.862136E-05
C:\Users\qanai\Documents\self driving\final IMG\IMG\center_2019_08_22_14_06_28_934.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\left_2019_08_22_14_06_28_934.jpg, C:\Users\qanai\Documents\self driving\final IMG\IMG\right_2019_08_22_14_06_28_934.jpg, 0, 0, 0, 7.794993E-05
